type,author,content,ip,time
381,BOO,tzjjkonuj,緯創 00878 還有法人漲前買低於40，大漲後買66,,06/07 09:11
382,PUSH,scum5566,日經大跳水 ！！！！！,,06/07 09:11
383,PUSH,jubihu,創意世芯振作阿,,06/07 09:11
384,BOO,photoless,笑屎 真的是隨便買隨便賺,,06/07 09:11
385,ARROW,guilty13,因為連我這種條件設寬寬的 也認為這個死定了,,06/07 09:11
386,ARROW,Nick0907,6274衝啊爽啊,,06/07 09:11
387,PUSH,pttstock,恭喜大家都賺錢了 只有剩下我賠錢 屍哥 995 :(,,06/07 09:11
388,ARROW,tinybunny,好滴 小日本快下去，窩想再補些,,06/07 09:11
389,PUSH,a70327cow,2545高殖利率 沒人愛？,,06/07 09:12
390,ARROW,tzjjkonuj,緯創 00878 大漲後成本買低於66，怎麼賣都賺,,06/07 09:12
391,PUSH,Lamigirls48,開高走低目標萬5衝啊~~~~,,06/07 09:12
392,ARROW,pttstock,緯創878沒錢扣了嗎? 拉得很吃力 :),,06/07 09:12
393,PUSH,dosiris,開始倒貨了,,06/07 09:12
394,BOO,Crushredkiss,啾命鴨..救救空手蛙..,,06/07 09:12
395,BOO,jinso7410,https://i.imgur.com/kttFuPO.jpg,,06/07 09:12
396,PUSH,soulout,來玩一下廣運看看,,06/07 09:12
397,ARROW,romenticpoet,https://i.imgur.com/5ouSpgx.gif,,06/07 09:12
398,PUSH,narf,緯創好沒力的感覺,,06/07 09:12
399,ARROW,dosiris,翻黑了吧,,06/07 09:12
400,ARROW,photoless,我就喊兩萬啊,,06/07 09:12
401,PUSH,max220,杜老爹小倒~多殺點~,,06/07 09:12
402,PUSH,ethan0419,爽哥今天怎麼這麼嗨,,06/07 09:12
403,ARROW,pttstock,878緯創只能無腦一直買 :),,06/07 09:13
404,ARROW,guilty13,記得去找乖離不大 類似麗清 廣錠這種的,,06/07 09:13
405,PUSH,qw5980162,牧德漲停,,06/07 09:13
406,ARROW,jinso7410,因為我嗅到味道了,,06/07 09:13
407,PUSH,antiaris,好爽啊 突破16800大關,,06/07 09:13
408,PUSH,peace1way,華孚沖呀，我要跟著昨天當沖大戶討糖吃XDDD,,06/07 09:13
409,ARROW,blue1204,IP差點被套 感謝創意,,06/07 09:13
410,PUSH,lepidoptera,這盤怪怪的,,06/07 09:13
411,PUSH,beatles12,光電是全面啟動喔 555995,,06/07 09:13
412,PUSH,zackro,6804好慘啊，明明融資沒跑，是不是要棄車了,,06/07 09:13
413,PUSH,Lowpapa,法人大出貨   狂賣台積電,,06/07 09:13
414,ARROW,photoless,輸錢要檢討自己 不是檢討別人,,06/07 09:14
415,ARROW,ck326,這氣氛最適合殺追高仔,,06/07 09:14
416,ARROW,ethan0419,多蛙會說你確診 快去快篩,,06/07 09:14
417,ARROW,dosiris,就說今天168吧 再高也沒有了,,06/07 09:14
418,PUSH,victorytim,大家都賺爛了吧,,06/07 09:14
419,ARROW,Gyin,金融還是硬挺,,06/07 09:14
420,BOO,xiaoyao,老蘇超大聲 抬光電燈,,06/07 09:14
421,PUSH,m96y0105,三陽工業應該快破百了,,06/07 09:14
422,PUSH,Avril1975,沖華城收工,,06/07 09:14
423,ARROW,pttstock,舞廳大戶默默離開 外面路人一個一個進來 :),,06/07 09:14
424,PUSH,romenticpoet,https://i.imgur.com/Cfm8b4v.jpg,,06/07 09:14
425,PUSH,a70327cow,2545來惹嗎XD,,06/07 09:14
426,ARROW,antiaris,到底怎麽輸,,06/07 09:15
427,ARROW,tinybunny,慘 不會看乖離,,06/07 09:15
428,ARROW,blue1204,沖世芯收工A___A,,06/07 09:15
429,ARROW,guilty13,人家看財報抓穩妥的 我們只能抓愛迪生這種鳥股,,06/07 09:15
430,PUSH,hbk4ever,昨天簡的江宏傑今天要發車了!,,06/07 09:15
431,BOO,YesNoter,包子 包子,,06/07 09:15
432,ARROW,pttstock,11點準時收看東森財經+~老輸上線拉!!!,,06/07 09:15
433,PUSH,bryan910015,江宏傑是哪支?,,06/07 09:15
434,PUSH,aaccabc,等等拉回買進 中午數錢…必勝,,06/07 09:15
435,PUSH,YU1225,中工跟小沈哥　最近都有炒作資金流入,,06/07 09:15
436,ARROW,duncan0319,宏捷科吧,,06/07 09:15
437,ARROW,kisweet999,靠北 這 A 的速度也太快,,06/07 09:15
438,PUSH,otsuka123,期貨168一直上不去 真想看AA爽,,06/07 09:16
439,PUSH,mingloveshan,日經太鳥了吧，乾,,06/07 09:16
440,BOO,xperiaxa,16811是頭壓 朱家泓說過了,,06/07 09:16
441,ARROW,pttstock,緯創878沒錢買了嗎? 878月月扣 日日扣 買起來:),,06/07 09:16
442,PUSH,Guan63941,老蘇好神 昨天上東森說台光電 今天噴爆,,06/07 09:16
443,ARROW,hbk4ever,財報開完再上車都來得及,,06/07 09:16
444,PUSH,yannicklatte,九點半前就在a，太ㄐㄧㄚˇㄌㄅ,,06/07 09:16
445,BOO,Crushredkiss,各位用力的買吧== 我多空單都清了 空手必噴QQ,,06/07 09:16
446,BOO,s155260,老蘇說台光電 會員不是買玉晶光就航運 可憐,,06/07 09:16
447,PUSH,dosiris,拉高出貨 看不膩尼,,06/07 09:16
448,PUSH,Sinchiest,完了,,06/07 09:16
449,PUSH,jenny416413,緯創這幾天怎麼都起不來,,06/07 09:16
450,PUSH,czg,A???,,06/07 09:17
451,PUSH,xiaoyao,老蘇超大聲 抬光電燈 好幾天前買的,,06/07 09:17
452,PUSH,ntpukid,想問a08 為什麼x典的開發收入是列勞務收入呀？,,06/07 09:17
453,BOO,tzjjkonuj,00878 買緯創大漲後成本買低於66，怎麼賣都賺,,06/07 09:17
454,PUSH,akiras,台光電誰在出貨啦,,06/07 09:17
455,PUSH,si5111,三陽好扯,,06/07 09:17
456,PUSH,kobebird,三陽噴,,06/07 09:17
457,BOO,JessVeron,Fj你洪姐低點沒買現在才追高唷？,,06/07 09:17
458,PUSH,f204137,東元強勢 華電多殺1點 看能壓多久 會賺錢的資產公司,,06/07 09:17
459,BOO,jinso7410,勿忘1989日經大崩盤,,06/07 09:17
460,ARROW,jinso7410,拖累台股12682，30年後才創高,,06/07 09:17
461,PUSH,joygo,台光天真的170以下很舒服.....，那時候大跌的時候,,06/07 09:17
462,ARROW,joygo,整個超開心,,06/07 09:17
463,ARROW,BronyXrG,8011又動了,,06/07 09:17
464,PUSH,zxcv9404,1609雞蛋水餃還不上車,,06/07 09:17
465,PUSH,apolloapollo,快逃啊,,06/07 09:17
466,PUSH,bleach06bb,4977又爆了,,06/07 09:17
467,ARROW,pttstock,哲哲 大家都給我用力買 我0050在等卍二進場 :),,06/07 09:17
468,PUSH,VVVV5555,跟日本一起陪葬了,,06/07 09:17
469,PUSH,cheedo,散戶快進來墊高價格 要出貨,,06/07 09:18
470,ARROW,piece1,沖仔happy hour!!,,06/07 09:18
471,BOO,swanc,紅茶快下來啊，不要辜負鴿的空單QQ,,06/07 09:18
472,ARROW,joygo,台光電去年170整理很久才噴，這個位置真的不錯,,06/07 09:18
473,ARROW,zxcv9404,日經崩盤在哪可以告訴我嗎….？,,06/07 09:18
474,ARROW,manamerj,484有人壞壞,,06/07 09:18
475,PUSH,YU1225,8086 前幾年跟師父買５字頭　現在我不會想追,,06/07 09:18
476,ARROW,jalai,國防航太 還沒走完 繼續噴,,06/07 09:18
477,BOO,stanleyplus,噴滿臉阿 還有人賠錢嗎,,06/07 09:18
478,ARROW,faultless,三陽這價位敢追的真的強,,06/07 09:18
479,PUSH,smillface,請問展基怎麼漲停啦？！,,06/07 09:18
480,ARROW,joygo,我的4977直接套牢XD,,06/07 09:18
481,BOO,a331330,台光好爽喔！短線已上車！190到車票好爽,,06/07 09:18
482,PUSH,dearrain,【此作者推文已被您黑名單】,,06/07 09:18
483,PUSH,jc761128,白斬雞 TOTK概念股!!!,,06/07 09:18
484,PUSH,perfects1988,三陽天天玩避雷針...,,06/07 09:18
485,ARROW,DAEVA,去你的新加坡瑞銀別再賣光頭了,,06/07 09:18
486,PUSH,a052612565,一堆喊空做多的,,06/07 09:18
487,ARROW,joygo,三陽這個位置到底是誰在買好誇張,,06/07 09:18
488,ARROW,baka1412,軍工來了,,06/07 09:18
489,ARROW,pttstock,有阿 我50反1賠錢 各位股神 995 :(,,06/07 09:18
490,PUSH,jim70142,軍工又又又開始吸金了？？？,,06/07 09:19
491,ARROW,hight0505,亞航有夠強,,06/07 09:19
492,PUSH,ntpukid,6024創高了 謝謝fj a08,,06/07 09:19
493,ARROW,joygo,沒錢買台光嗚嗚嗚,,06/07 09:19
494,PUSH,ethan0419,這波內資把藏很長的錢都放進股市惹 好猛,,06/07 09:19
495,PUSH,addy7533967,VVVVVVVVV,,06/07 09:19
496,PUSH,akiras,CC 台光..前幾天就一副想搞事了~,,06/07 09:19
497,PUSH,SeaForest,無嘴貓還在撐 等等中午應該就下去了,,06/07 09:19
498,PUSH,huk40199,G粉快哭出來了,,06/07 09:19
499,ARROW,ethan0419,很久,,06/07 09:19
500,ARROW,guilty13,華電籌碼真的太散啦~ 要不要考慮宏泰還是合機咧,,06/07 09:19
501,PUSH,fucking,直衝萬七井噴,,06/07 09:19
502,ARROW,jc761128,美利達= =,,06/07 09:19
503,BOO,Crushredkiss,a33真的很神==,,06/07 09:19
504,PUSH,czg,￥要升了嗎,,06/07 09:19
505,PUSH,zse24,三陽今天要開燈嗎？,,06/07 09:19
506,ARROW,pttstock,千萬別亂摸頭 :),,06/07 09:20
507,PUSH,smbtomas,洪傑別亂跑,,06/07 09:20
508,PUSH,tintin9900,唉 3231真軟,,06/07 09:20
509,PUSH,yumin88889,大報噴噴爽,,06/07 09:20
510,ARROW,joygo,不過我不會撿這種股票哈哈，都還是慢慢買超殺的,,06/07 09:20
511,PUSH,sleeeve,鋼鐵股彰源配的不差，值得買嗎？,,06/07 09:20
512,ARROW,faultless,好扯大亞又在噴,,06/07 09:20
513,PUSH,dosiris,今天就守在168xx了 後面都是平盤,,06/07 09:20
514,ARROW,jc761128,8086一直爬 不下來欸,,06/07 09:20
515,PUSH,zivpmo852,長榮航太噴啦,,06/07 09:20
516,ARROW,joygo,台積好慘才一元,,06/07 09:20
517,ARROW,WEYNI,大盤你要上去 帶我化學兵一起上去吧,,06/07 09:20
518,PUSH,pypy93264,腳踏車硬一天 軟好幾天...=_=,,06/07 09:21
519,PUSH,Neal100,哲哲的建碁直接鎖漲停 哲哲今天又要超大聲了,,06/07 09:21
520,PUSH,simon81345,看到突破，認輸做多~賺錢了QQ,,06/07 09:21
521,ARROW,pttstock,各位還不趕快買房 台灣房價又要創新高 賣股買房正夯,,06/07 09:21
522,PUSH,tzjjkonuj,Ai伺服器需求，之後換不斷電系統及網通傳輸放量,,06/07 09:21
523,ARROW,blue1204,重電好噴,,06/07 09:21
524,ARROW,Crushredkiss,早知道乖乖抱著正二== 直接少30萬QQ,,06/07 09:21
525,ARROW,guilty13,很多股票都還在慢慢爬 國眾 元山 這種的真的一堆,,06/07 09:21
526,PUSH,thinksilver,橋威大人打架喔 多單空單瘋狂互幹,,06/07 09:21
527,BOO,call5566me,噴阿  中秋萬7了,,06/07 09:21
528,PUSH,f204137,捷哥不要!,,06/07 09:21
529,PUSH,YU1225,記住這幾天跟你說長榮航還會噴到40上的好人XDDDD,,06/07 09:21
530,ARROW,jalai,國防航太 還沒走完 繼續噴,,06/07 09:21
531,ARROW,Crushredkiss,賣噴在122 QQ 救命呀,,06/07 09:21
532,ARROW,call5566me,不對  是端午才對,,06/07 09:21
533,PUSH,littenVenus,AI神教!!!,,06/07 09:21
534,PUSH,koo77,白展雞終於解套，是在漲什麼？,,06/07 09:21
535,PUSH,ntpukid,東洋的好疫苗最知道 流感+新冠 穩穩的蹲,,06/07 09:21
536,ARROW,cloud7515,不用中秋 端午就夠了,,06/07 09:21
537,PUSH,guowei616,VVVVV大爆V 天天緩漲 空蛙空手仔天天哭暈,,06/07 09:22
538,ARROW,pttstock,夭壽骨 50反1又破底 屍哥 我也要跑熊貓了 :(,,06/07 09:22
539,PUSH,akiras,重電..竟然股本最重的漲最多,,06/07 09:22
540,ARROW,louise13,看來要等到17500才會在聽到空蛙的叫聲了,,06/07 09:22
541,PUSH,cl3bp6,山富又要噴了 瓜張,,06/07 09:22
542,PUSH,Heyer,穩懋好穩,,06/07 09:22
543,PUSH,potentio,1609過昨高,,06/07 09:22
544,ARROW,joygo,我正二也賣122好爛，換股也沒撿到厲害的....，飛宏,,06/07 09:22
545,ARROW,joygo,嗚嗚嗚,,06/07 09:22
546,ARROW,littenVenus,168 一路發發發,,06/07 09:22
547,PUSH,cow9999,愛迪生北上,,06/07 09:22
548,PUSH,victorytim,好…好爽..,,06/07 09:22
549,PUSH,veter,老蘇的台光電要漲停了偉黑哭哭,,06/07 09:22
550,ARROW,simon81345,我原本是分批賣，本金也不大，所以少賺6萬而已QQ,,06/07 09:22
551,PUSH,lovelolita,突破16811 太強了！,,06/07 09:23
552,ARROW,akiras,捷哥..就說昨前兩支腳好美了..CC,,06/07 09:23
553,ARROW,laechan,剛轉進新股今天就漲，低調低調~,,06/07 09:23
554,BOO,jinso7410,https://i.imgur.com/3jf7xgc.jpg,,06/07 09:23
555,ARROW,pttstock,天啊~ 大家都賺爛了 只有我賠錢 995 :(,,06/07 09:23
556,PUSH,ajkofqq,空手蛙來看各位財富自由蛙 :),,06/07 09:23
557,PUSH,pipi2,PA三雄噴噴,,06/07 09:23
558,PUSH,zang811001,亞航666,,06/07 09:23
559,PUSH,mioco,台積不動 其他全面亂噴的好日子 可以這麼幸福嗎,,06/07 09:23
560,PUSH,EvilJustice,我建議你們硬著頭皮把正二撿回來,,06/07 09:23
561,ARROW,joygo,還有我前同事提供的好股也沒買到,,06/07 09:23
562,ARROW,littenVenus,今天居然沒拉雞欸,,06/07 09:23
563,PUSH,Kevinsun,請問fj 6269還有必要抱嗎 他股性好差...,,06/07 09:23
564,PUSH,windblood,6187好刺激@@,,06/07 09:23
565,PUSH,alex5566,所以我說 龍哥要空了沒? 今天又有高點可以空了,,06/07 09:23
566,ARROW,laechan,等6%再公開這個外資低調連五買的新股,,06/07 09:23
567,PUSH,OOorc,日本出大事了…..,,06/07 09:24
568,PUSH,missfay,航運最爛沒有之一,,06/07 09:24
569,PUSH,obi963,晶華好扯,,06/07 09:24
570,PUSH,guowei616,記住那些叫你正2 100出清的id 有幾個現在又在騙人,,06/07 09:24
571,PUSH,YU1225,面板下半年主升段開啟了 進入六月下半年了,,06/07 09:24
572,PUSH,zxcv91039,沒利空的盤 每天漲,,06/07 09:24
573,ARROW,ntpukid,sym成本低真的是輕鬆看戲 本業好又有資產題材真香,,06/07 09:24
574,PUSH,thinksilver,日本漲多拉回而已,,06/07 09:24
575,ARROW,pttstock,峰開平今天吹聯合 金剛,,06/07 09:24
576,ARROW,YU1225,6269目前不貴阿 可以持有,,06/07 09:24
577,ARROW,guowei616,我id都有抄下來 再騙我就公佈id,,06/07 09:24
578,ARROW,WEYNI,工兵 化學兵已完成攻擊前準備…QQ,,06/07 09:24
579,PUSH,gtaped05550,拉回給上車 不要不信邪,,06/07 09:24
580,PUSH,gerda,軍工又瘋了,,06/07 09:24
581,PUSH,Sinchiest,大亞要噴去哪,,06/07 09:24
582,BOO,xiaoyao,阿文 漲1天跌2天,,06/07 09:24
583,ARROW,littenVenus,今天神教二弟撐盤XD,,06/07 09:24
584,PUSH,fujioqq,總覺得這個盤會來摸萬七在下來XD,,06/07 09:24
585,PUSH,zackro,a08跟gu之前聊的設備股今天有戲？,,06/07 09:24
586,BOO,photoless,賠錢不要檢討別人 難看,,06/07 09:25
587,ARROW,YU1225,很多跟觀光飯店飲食都會補漲,,06/07 09:25
588,PUSH,iceman321,元太請繼續賣，謝謝,,06/07 09:25
589,PUSH,h75221,光通訊還沒死透啊QQ,,06/07 09:25
590,PUSH,jc761128,阿文被沖仔玩死,,06/07 09:25
591,PUSH,alex5566,離萬七差一百多點，狠一點尻一下gg就會上去了,,06/07 09:25
592,PUSH,afra,宜特衝出..,,06/07 09:25
593,PUSH,st800800800,老蘇今天台光電大獲全勝特輯,,06/07 09:25
594,PUSH,huabandd,華孚下來啦哈哈哈哈哈,,06/07 09:25
595,PUSH,lovelolita,正二真不該賣的！拜託回檔一點給上車啊,,06/07 09:25
596,ARROW,photoless,還是那一句 借錢都要進場,,06/07 09:25
597,ARROW,brain9453,材料出貨？,,06/07 09:25
598,ARROW,littenVenus,波克比最近也一直噴,,06/07 09:26
599,ARROW,afra,台勝科老實樹...會拉回平盤的..,,06/07 09:26
600,ARROW,xiaoyao,大亞 Sym 不敢追 嗚嗚嗚,,06/07 09:26
601,PUSH,tigerzz3,99緯創,,06/07 09:26
602,PUSH,frankie30432,3078快創高了,,06/07 09:26
603,BOO,call5566me,證2出清換三陽賺翻阿,,06/07 09:26
604,PUSH,bigair888,越南控鎖死啦,,06/07 09:26
605,PUSH,yannicklatte,99國光生…,,06/07 09:26
606,PUSH,yumin88889,等等直接噴過16800,,06/07 09:26
607,ARROW,frankie30432,台勝科掛太低沒接到,,06/07 09:26
608,BOO,a633599,2211 盤後法說 給點尊重吧,,06/07 09:26
609,PUSH,ethan0419,瘋狗又在叫啦,,06/07 09:26
610,PUSH,zxcv91039,跌不下去一直拉了,,06/07 09:26
611,PUSH,gtaped05550,超級大爆噴 空軍保重,,06/07 09:26
612,ARROW,lluunnaa,一直上去有點怕...,,06/07 09:26
613,PUSH,kiddcat,加碼時間結束了?,,06/07 09:26
614,PUSH,jim70142,軍工飛機變火箭了,,06/07 09:26
615,ARROW,littenVenus,AI肉鬆120,,06/07 09:26
616,PUSH,kiriru,3346沖仔再吃豆腐啊 被懲罰了吧,,06/07 09:26
617,ARROW,blue1204,小星星要追GAGA,,06/07 09:26
618,PUSH,guowei616,我正2一直沒賣 一路無腦多 我又不像某些人那麼笨,,06/07 09:26
619,PUSH,wuntony,怎麼噴惹,,06/07 09:26
620,PUSH,ibetitisnot,正2買太少,,06/07 09:26
621,BOO,jinso7410,https://i.imgur.com/9u2qBBw.jpg,,06/07 09:26
622,PUSH,simon81345,別等回檔了...我從127等到132...分批慢慢進去吧..,,06/07 09:27
623,PUSH,billy56,期貨拉不停,,06/07 09:27
624,ARROW,guilty13,橋威不死 他底下那些小弟就會蠢蠢欲動,,06/07 09:27
625,PUSH,pinraychen,艾笛森噴爛,,06/07 09:27
626,PUSH,a052612565,要萬七惹,,06/07 09:27
627,PUSH,okstephen1,阿亞送各位了,,06/07 09:27
628,PUSH,pypy93264,東元 大亞 想噴去哪,,06/07 09:27
629,PUSH,O10lOl01O,鳳凰終於回到125了 買了之後一直跌= = 快衝r,,06/07 09:27
630,ARROW,photoless,還在上班的 都笑屎人了,,06/07 09:27
631,ARROW,afra,宜特宜特衝衝衝.~~~,,06/07 09:27
632,PUSH,speady,三陽亮燈就要擔心了,,06/07 09:27
633,ARROW,pinraychen,大表哥我愛你,,06/07 09:27
634,BOO,YesNoter,國防是只有亞航強逆 天天漲,,06/07 09:27
635,ARROW,simon81345,賠也不會太多，賺至少可以小賺...,,06/07 09:27
636,PUSH,joygo,大亞3天20%，一個忘記當初開財報抓到的，都沒上車,,06/07 09:27
637,ARROW,joygo,過，兩次了...,,06/07 09:27
638,ARROW,hight0505,大亞...,,06/07 09:27
639,PUSH,n000000001,大漲1元，小跌8元，笑屎,,06/07 09:27
640,BOO,learnbao,緯創沒跌到是要救三小,,06/07 09:27
641,PUSH,VVVV5555,步驚雲繼續趴 真猛,,06/07 09:27
642,PUSH,veter,https://i.imgur.com/aIyixqR.jpg,,06/07 09:27
643,PUSH,jalai,16800 穩了,,06/07 09:27
644,PUSH,otsuka123,直接噴出去 蠻兇的,,06/07 09:27
645,ARROW,joygo,台光暴力鎖,,06/07 09:28
646,ARROW,guowei616,最好出清正2的人都能買的到飆股啦,,06/07 09:28
647,PUSH,adidas81923,精材封裝股 都沒動,,06/07 09:28
648,PUSH,brain9453,材料笑死.,,06/07 09:28
649,PUSH,answerone,這盤是不是在等我進場正二才會崩，那我要買了喔,,06/07 09:28
650,PUSH,czg,老蘇大獲全勝....台光電亮燈,,06/07 09:28
651,PUSH,s1001234,越南控崩爛,,06/07 09:28
652,PUSH,werty5445,+200上萬七,,06/07 09:28
653,PUSH,wuntony,襪靠勒,,06/07 09:28
654,ARROW,billy56,法蘭克大想蹲那檔？,,06/07 09:28
655,ARROW,frankie30432,3078這種的就是拉上去過高才好出貨 過高很多蒼蠅來,,06/07 09:28
656,ARROW,leoyuan,阿姨是不是該補水了，搖起來搖起來,,06/07 09:28
657,PUSH,KEYS0374,9941 200,,06/07 09:28
658,PUSH,thinksilver,司馬眾達被電視台點名之後就整個烙賽,,06/07 09:28
659,PUSH,warm0808,正二漲到會怕,,06/07 09:28
660,PUSH,Duke200,山富繼續噴,,06/07 09:28
661,ARROW,speady,大家都忘了三陽主力產品就是機車嗎？一堆人追近來就,,06/07 09:28
662,ARROW,speady,會出貨了,,06/07 09:28
663,BOO,call5566me,校爛  之前東元沒沖掉留著旺季  竟然抱幹噴,,06/07 09:28
664,ARROW,qaz989898000,正文還有人留嗎 ?,,06/07 09:28
665,ARROW,joygo,玩了，之前預估16500之後看16800，然後就不知道,,06/07 09:28
666,ARROW,simon81345,直接賺了一筆= =,,06/07 09:28
667,PUSH,a052612565,誘空成功,,06/07 09:28
668,ARROW,blue1204,東元挖到鑽石了嗎,,06/07 09:28
669,PUSH,scum5566,華星光+3.6% 眾達-3.6% 有夠悲催,,06/07 09:28
670,ARROW,YesNoter,x檔案要燈惹= =,,06/07 09:28
671,ARROW,afra,汎銓太扯了...Q1 EPS 0.7....現在..股價..快180,,06/07 09:29
672,ARROW,romenticpoet,https://i.imgur.com/AHrRyOd.png,,06/07 09:29
673,ARROW,baka1412,https://i.imgur.com/jWDqNiY.jpg,,06/07 09:29
674,PUSH,f204137,空蛙兵敗如山倒...可憐啊 藍燈放空為了30點賠3000點,,06/07 09:29
675,PUSH,osaka3131,大亞要飛去哪,,06/07 09:29
676,ARROW,laechan,龍哥狀態:被小嘎 https://i.imgur.com/0uKH4oS.png,,06/07 09:29
677,ARROW,a052612565,現在看萬七了呀,,06/07 09:29
678,ARROW,simon81345,媽媽的以後過20週均線不做空QQ,,06/07 09:29
679,PUSH,YU1225,某些水手 這幾週拼命推文叫人買航運 沒人被騙上船吧,,06/07 09:29
680,ARROW,YU1225,！,,06/07 09:29
681,ARROW,romenticpoet,三陽怎麼還再噴？,,06/07 09:29
682,PUSH,agvnol,正二狂飆，超強,,06/07 09:29
683,PUSH,kmark1120,大勃起,,06/07 09:29
684,PUSH,bleach06bb,眾達在幹嘛…,,06/07 09:29
685,PUSH,eupa1973,空蛙還有氣嗎？,,06/07 09:29
686,BOO,photoless,你要作的就是 現在去銀行融貸,,06/07 09:29
687,BOO,Crushredkiss,救命啊..,,06/07 09:29
688,PUSH,fujioqq,2455看起來不太行了,,06/07 09:29
689,PUSH,lepidoptera,台光電今天吃藥喔…,,06/07 09:29
690,ARROW,frankie30432,我之前蹲的被洗掉的有幾檔 現在想想好蠢,,06/07 09:29
691,ARROW,f204137,專業多蛙 比你更想a呢...,,06/07 09:29
692,PUSH,akiras,台燿會跟上台光的腳步嗎,,06/07 09:29
693,ARROW,Crushredkiss,我的正二怎麼一直飛啊QQ,,06/07 09:29
694,ARROW,YU1225,正文我還有 50在做出清,,06/07 09:29
695,PUSH,clamperni,昨天阿呆谷,,06/07 09:29
696,ARROW,frankie30432,現在很標得好多我都買過 哈哈,,06/07 09:29
697,PUSH,apolloapollo,突然爆噴欸,,06/07 09:29
698,ARROW,thinksilver,我正二也賣早了 乾,,06/07 09:29
699,BOO,duncan0319,要噴第二波了，天啊空軍完蛋,,06/07 09:29
700,ARROW,guilty13,為什麼會被洗掉 因為你一直看阿~ 我都沒在管的,,06/07 09:30
701,PUSH,billy56,我覺得 現在還沒漲的 不少都蹲到腳麻吧 XD,,06/07 09:30
702,ARROW,call5566me,三陽加點由阿  95加滿,,06/07 09:30
703,ARROW,baka1412,https://i.imgur.com/PepzRsn.gif,,06/07 09:30
704,PUSH,tintin9900,振作點3231,,06/07 09:30
705,BOO,final01,這星期運價爆跌...,,06/07 09:30
706,PUSH,kclvpc,看汎詮q1 eps0.7脈股的就是被洗掉啊,,06/07 09:30
707,ARROW,frankie30432,材料 易飛網 JPP 立端 都買在很低,,06/07 09:30
708,PUSH,h75221,看來司馬懿營收可能有人早知道,,06/07 09:30
